"School","Subject","StudentID","Gender","Country","Score"
"Action Boxborough Regional High School","Math",53,"Female","USA",50
"Woburn Regional High School","Math",53,"Female","USA",63
"Beijing No 4 Middle School","Physical Education",53,"Female","China",66
"Hangzhou Xuejun Middle School","Physical Education",53,"Female","China",66
"Jingling High School","Physical Education",53,"Female","China",45
"Shanghai High School","Physical Education",53,"Female","China",80
"Shenzhen International Exchange School","Physical Education",53,"Female","China",60
"Andover Regional High School","Physical Education",53,"Female","USA",73
"Newton South High School","Physical Education",53,"Female","USA",2
"Phillips Academy","Physical Education",53,"Female","USA",69
"Action Boxborough Regional High School","Physical Education",53,"Female","USA",85
"Woburn Regional High School","Physical Education",53,"Female","USA",50
"Beijing No 4 Middle School","Science",53,"Female","China",93
"Hangzhou Xuejun Middle School","Science",53,"Female","China",95
"Jingling High School","Science",53,"Female","China",47
"Shanghai High School","Science",53,"Female","China",84
"Shenzhen International Exchange School","Science",53,"Female","China",68
"Andover Regional High School","Science",53,"Female","USA",65
"Newton South High School","Science",53,"Female","USA",80
"Phillips Academy","Science",53,"Female","USA",63
"Action Boxborough Regional High School","Science",53,"Female","USA",51
"Woburn Regional High School","Science",53,"Female","USA",49
"Beijing No 4 Middle School","History",53,"Female","China",73
"Hangzhou Xuejun Middle School","History",53,"Female","China",61
"Jingling High School","History",53,"Female","China",77
"Shanghai High School","History",53,"Female","China",66
"Shenzhen International Exchange School","History",53,"Female","China",68
"Andover Regional High School","History",53,"Female","USA",70
"Newton South High School","History",53,"Female","USA",42
"Phillips Academy","History",53,"Female","USA",63
"Action Boxborough Regional High School","History",53,"Female","USA",31
"Woburn Regional High School","History",53,"Female","USA",53
"Beijing No 4 Middle School","English",54,"Female","China",75
"Hangzhou Xuejun Middle School","English",54,"Female","China",93
"Jingling High School","English",54,"Female","China",40
"Shanghai High School","English",54,"Female","China",65
"Shenzhen International Exchange School","English",54,"Female","China",69
"Andover Regional High School","English",54,"Female","USA",69
"Newton South High School","English",54,"Female","USA",45
"Phillips Academy","English",54,"Female","USA",42
"Action Boxborough Regional High School","English",54,"Female","USA",49
"Woburn Regional High School","English",54,"Female","USA",80
"Beijing No 4 Middle School","Math",54,"Female","China",74
"Hangzhou Xuejun Middle School","Math",54,"Female","China",75
"Jingling High School","Math",54,"Female","China",91
"Shanghai High School","Math",54,"Female","China",70
"Shenzhen International Exchange School","Math",54,"Female","China",50
"Andover Regional High School","Math",54,"Female","USA",39
"Newton South High School","Math",54,"Female","USA",78
"Phillips Academy","Math",54,"Female","USA",28
"Action Boxborough Regional High School","Math",54,"Female","USA",75
"Woburn Regional High School","Math",54,"Female","USA",65
"Beijing No 4 Middle School","Physical Education",54,"Female","China",90
"Hangzhou Xuejun Middle School","Physical Education",54,"Female","China",70
"Jingling High School","Physical Education",54,"Female","China",59
"Shanghai High School","Physical Education",54,"Female","China",69
"Shenzhen International Exchange School","Physical Education",54,"Female","China",57
"Andover Regional High School","Physical Education",54,"Female","USA",61
"Newton South High School","Physical Education",54,"Female","USA",89
"Phillips Academy","Physical Education",54,"Female","USA",55
"Action Boxborough Regional High School","Physical Education",54,"Female","USA",74
"Woburn Regional High School","Physical Education",54,"Female","USA",50
"Beijing No 4 Middle School","Science",54,"Female","China",56
"Hangzhou Xuejun Middle School","Science",54,"Female","China",61
"Jingling High School","Science",54,"Female","China",79
"Shanghai High School","Science",54,"Female","China",63
"Shenzhen International Exchange School","Science",54,"Female","China",72
"Andover Regional High School","Science",54,"Female","USA",39
"Newton South High School","Science",54,"Female","USA",38
"Phillips Academy","Science",54,"Female","USA",51
"Action Boxborough Regional High School","Science",54,"Female","USA",45
"Woburn Regional High School","Science",54,"Female","USA",58
"Beijing No 4 Middle School","History",54,"Female","China",79
"Hangzhou Xuejun Middle School","History",54,"Female","China",68
"Jingling High School","History",54,"Female","China",69
"Shanghai High School","History",54,"Female","China",61
"Shenzhen International Exchange School","History",54,"Female","China",62
"Andover Regional High School","History",54,"Female","USA",49
"Newton South High School","History",54,"Female","USA",100
"Phillips Academy","History",54,"Female","USA",28
"Action Boxborough Regional High School","History",54,"Female","USA",55
"Woburn Regional High School","History",54,"Female","USA",61
"Beijing No 4 Middle School","English",55,"Female","China",83
"Hangzhou Xuejun Middle School","English",55,"Female","China",72
"Jingling High School","English",55,"Female","China",78
"Shanghai High School","English",55,"Female","China",72
"Shenzhen International Exchange School","English",55,"Female","China",69
"Andover Regional High School","English",55,"Female","USA",49
"Newton South High School","English",55,"Female","USA",63
"Phillips Academy","English",55,"Female","USA",44
"Action Boxborough Regional High School","English",55,"Female","USA",51
"Woburn Regional High School","English",55,"Female","USA",58
"Beijing No 4 Middle School","Math",55,"Female","China",100
"Hangzhou Xuejun Middle School","Math",55,"Female","China",24
"Jingling High School","Math",55,"Female","China",82
"Shanghai High School","Math",55,"Female","China",90
"Shenzhen International Exchange School","Math",55,"Female","China",62
"Andover Regional High School","Math",55,"Female","USA",49
"Newton South High School","Math",55,"Female","USA",74
"Phillips Academy","Math",55,"Female","USA",58
"Action Boxborough Regional High School","Math",55,"Female","USA",81
"Woburn Regional High School","Math",55,"Female","USA",77
"Beijing No 4 Middle School","Physical Education",55,"Female","China",78
"Hangzhou Xuejun Middle School","Physical Education",55,"Female","China",69
"Jingling High School","Physical Education",55,"Female","China",79
"Shanghai High School","Physical Education",55,"Female","China",83
"Shenzhen International Exchange School","Physical Education",55,"Female","China",82
"Andover Regional High School","Physical Education",55,"Female","USA",51
"Newton South High School","Physical Education",55,"Female","USA",43
"Phillips Academy","Physical Education",55,"Female","USA",20
"Action Boxborough Regional High School","Physical Education",55,"Female","USA",45
"Woburn Regional High School","Physical Education",55,"Female","USA",72
"Beijing No 4 Middle School","Science",55,"Female","China",75
"Hangzhou Xuejun Middle School","Science",55,"Female","China",95
"Jingling High School","Science",55,"Female","China",71
"Shanghai High School","Science",55,"Female","China",71
"Shenzhen International Exchange School","Science",55,"Female","China",61
"Andover Regional High School","Science",55,"Female","USA",66
"Newton South High School","Science",55,"Female","USA",70
"Phillips Academy","Science",55,"Female","USA",18
"Action Boxborough Regional High School","Science",55,"Female","USA",28
"Woburn Regional High School","Science",55,"Female","USA",39
"Beijing No 4 Middle School","History",55,"Female","China",57
"Hangzhou Xuejun Middle School","History",55,"Female","China",75
"Jingling High School","History",55,"Female","China",61
"Shanghai High School","History",55,"Female","China",60
"Shenzhen International Exchange School","History",55,"Female","China",40
"Andover Regional High School","History",55,"Female","USA",61
"Newton South High School","History",55,"Female","USA",72
"Phillips Academy","History",55,"Female","USA",100
"Action Boxborough Regional High School","History",55,"Female","USA",24
"Woburn Regional High School","History",55,"Female","USA",51
"Beijing No 4 Middle School","English",56,"Female","China",71
"Hangzhou Xuejun Middle School","English",56,"Female","China",64
"Jingling High School","English",56,"Female","China",61
"Shanghai High School","English",56,"Female","China",69
"Shenzhen International Exchange School","English",56,"Female","China",71
"Andover Regional High School","English",56,"Female","USA",18
"Newton South High School","English",56,"Female","USA",100
"Phillips Academy","English",56,"Female","USA",45
"Action Boxborough Regional High School","English",56,"Female","USA",61
"Woburn Regional High School","English",56,"Female","USA",81
"Beijing No 4 Middle School","Math",56,"Female","China",60
"Hangzhou Xuejun Middle School","Math",56,"Female","China",100
"Jingling High School","Math",56,"Female","China",73
"Shanghai High School","Math",56,"Female","China",63
"Shenzhen International Exchange School","Math",56,"Female","China",73
"Andover Regional High School","Math",56,"Female","USA",48
"Newton South High School","Math",56,"Female","USA",31
"Phillips Academy","Math",56,"Female","USA",61
"Action Boxborough Regional High School","Math",56,"Female","USA",67
"Woburn Regional High School","Math",56,"Female","USA",68
"Beijing No 4 Middle School","Physical Education",56,"Female","China",93
"Hangzhou Xuejun Middle School","Physical Education",56,"Female","China",64
"Jingling High School","Physical Education",56,"Female","China",50
"Shanghai High School","Physical Education",56,"Female","China",59
"Shenzhen International Exchange School","Physical Education",56,"Female","China",70
"Andover Regional High School","Physical Education",56,"Female","USA",40
"Newton South High School","Physical Education",56,"Female","USA",67
"Phillips Academy","Physical Education",56,"Female","USA",85
"Action Boxborough Regional High School","Physical Education",56,"Female","USA",73
"Woburn Regional High School","Physical Education",56,"Female","USA",100
"Beijing No 4 Middle School","Science",56,"Female","China",54
"Hangzhou Xuejun Middle School","Science",56,"Female","China",55
"Jingling High School","Science",56,"Female","China",59
"Shanghai High School","Science",56,"Female","China",67
"Shenzhen International Exchange School","Science",56,"Female","China",67
"Andover Regional High School","Science",56,"Female","USA",22
"Newton South High School","Science",56,"Female","USA",64
"Phillips Academy","Science",56,"Female","USA",89
"Action Boxborough Regional High School","Science",56,"Female","USA",75
"Woburn Regional High School","Science",56,"Female","USA",65
"Beijing No 4 Middle School","History",56,"Female","China",78
"Hangzhou Xuejun Middle School","History",56,"Female","China",61
"Jingling High School","History",56,"Female","China",63
"Shanghai High School","History",56,"Female","China",83
"Shenzhen International Exchange School","History",56,"Female","China",63
"Andover Regional High School","History",56,"Female","USA",63
"Newton South High School","History",56,"Female","USA",75
"Phillips Academy","History",56,"Female","USA",18
"Action Boxborough Regional High School","History",56,"Female","USA",70
"Woburn Regional High School","History",56,"Female","USA",74
"Beijing No 4 Middle School","English",57,"Female","China",68
"Hangzhou Xuejun Middle School","English",57,"Female","China",82
"Jingling High School","English",57,"Female","China",60
"Shanghai High School","English",57,"Female","China",69
"Shenzhen International Exchange School","English",57,"Female","China",97
"Andover Regional High School","English",57,"Female","USA",69
"Newton South High School","English",57,"Female","USA",49
"Phillips Academy","English",57,"Female","USA",61
"Action Boxborough Regional High School","English",57,"Female","USA",66
"Woburn Regional High School","English",57,"Female","USA",46
"Beijing No 4 Middle School","Math",57,"Female","China",75
"Hangzhou Xuejun Middle School","Math",57,"Female","China",70
"Jingling High School","Math",57,"Female","China",91
"Shanghai High School","Math",57,"Female","China",73
"Shenzhen International Exchange School","Math",57,"Female","China",90
"Andover Regional High School","Math",57,"Female","USA",59
"Newton South High School","Math",57,"Female","USA",43
"Phillips Academy","Math",57,"Female","USA",38
"Action Boxborough Regional High School","Math",57,"Female","USA",59
"Woburn Regional High School","Math",57,"Female","USA",40
"Beijing No 4 Middle School","Physical Education",57,"Female","China",85
"Hangzhou Xuejun Middle School","Physical Education",57,"Female","China",78
"Jingling High School","Physical Education",57,"Female","China",69
"Shanghai High School","Physical Education",57,"Female","China",80
"Shenzhen International Exchange School","Physical Education",57,"Female","China",75
"Andover Regional High School","Physical Education",57,"Female","USA",64
"Newton South High School","Physical Education",57,"Female","USA",83
"Phillips Academy","Physical Education",57,"Female","USA",76
"Action Boxborough Regional High School","Physical Education",57,"Female","USA",54
"Woburn Regional High School","Physical Education",57,"Female","USA",90
"Beijing No 4 Middle School","Science",57,"Female","China",74
"Hangzhou Xuejun Middle School","Science",57,"Female","China",50
"Jingling High School","Science",57,"Female","China",69
"Shanghai High School","Science",57,"Female","China",59
"Shenzhen International Exchange School","Science",57,"Female","China",73
"Andover Regional High School","Science",57,"Female","USA",81
"Newton South High School","Science",57,"Female","USA",55
"Phillips Academy","Science",57,"Female","USA",61
"Action Boxborough Regional High School","Science",57,"Female","USA",48
"Woburn Regional High School","Science",57,"Female","USA",50
"Beijing No 4 Middle School","History",57,"Female","China",84
"Hangzhou Xuejun Middle School","History",57,"Female","China",84
"Jingling High School","History",57,"Female","China",71
"Shanghai High School","History",57,"Female","China",82
"Shenzhen International Exchange School","History",57,"Female","China",68
"Andover Regional High School","History",57,"Female","USA",36
"Newton South High School","History",57,"Female","USA",66
"Phillips Academy","History",57,"Female","USA",41
"Action Boxborough Regional High School","History",57,"Female","USA",51
"Woburn Regional High School","History",57,"Female","USA",62
"Beijing No 4 Middle School","English",58,"Female","China",54
"Hangzhou Xuejun Middle School","English",58,"Female","China",73
"Jingling High School","English",58,"Female","China",72
"Shanghai High School","English",58,"Female","China",63
"Shenzhen International Exchange School","English",58,"Female","China",59
"Andover Regional High School","English",58,"Female","USA",45
"Newton South High School","English",58,"Female","USA",62
"Phillips Academy","English",58,"Female","USA",36
"Action Boxborough Regional High School","English",58,"Female","USA",46
"Woburn Regional High School","English",58,"Female","USA",45
"Beijing No 4 Middle School","Math",58,"Female","China",84
"Hangzhou Xuejun Middle School","Math",58,"Female","China",82
"Jingling High School","Math",58,"Female","China",76
"Shanghai High School","Math",58,"Female","China",90
"Shenzhen International Exchange School","Math",58,"Female","China",97
"Andover Regional High School","Math",58,"Female","USA",39
"Newton South High School","Math",58,"Female","USA",66
"Phillips Academy","Math",58,"Female","USA",57
"Action Boxborough Regional High School","Math",58,"Female","USA",45
"Woburn Regional High School","Math",58,"Female","USA",67
"Beijing No 4 Middle School","Physical Education",58,"Female","China",83
"Hangzhou Xuejun Middle School","Physical Education",58,"Female","China",61
"Jingling High School","Physical Education",58,"Female","China",63
"Shanghai High School","Physical Education",58,"Female","China",69
"Shenzhen International Exchange School","Physical Education",58,"Female","China",66
"Andover Regional High School","Physical Education",58,"Female","USA",100
"Newton South High School","Physical Education",58,"Female","USA",89
"Phillips Academy","Physical Education",58,"Female","USA",83
"Action Boxborough Regional High School","Physical Education",58,"Female","USA",62
"Woburn Regional High School","Physical Education",58,"Female","USA",89
"Beijing No 4 Middle School","Science",58,"Female","China",66
"Hangzhou Xuejun Middle School","Science",58,"Female","China",82
"Jingling High School","Science",58,"Female","China",72
"Shanghai High School","Science",58,"Female","China",66
"Shenzhen International Exchange School","Science",58,"Female","China",69
"Andover Regional High School","Science",58,"Female","USA",81
"Newton South High School","Science",58,"Female","USA",65
"Phillips Academy","Science",58,"Female","USA",38
"Action Boxborough Regional High School","Science",58,"Female","USA",51
"Woburn Regional High School","Science",58,"Female","USA",43
"Beijing No 4 Middle School","History",58,"Female","China",54
"Hangzhou Xuejun Middle School","History",58,"Female","China",78
"Jingling High School","History",58,"Female","China",66
"Shanghai High School","History",58,"Female","China",62
"Shenzhen International Exchange School","History",58,"Female","China",82
"Andover Regional High School","History",58,"Female","USA",72
"Newton South High School","History",58,"Female","USA",66
"Phillips Academy","History",58,"Female","USA",58
"Action Boxborough Regional High School","History",58,"Female","USA",82
"Woburn Regional High School","History",58,"Female","USA",89
"Beijing No 4 Middle School","English",59,"Female","China",82
"Hangzhou Xuejun Middle School","English",59,"Female","China",63
"Jingling High School","English",59,"Female","China",68
"Shanghai High School","English",59,"Female","China",51
"Shenzhen International Exchange School","English",59,"Female","China",90
"Andover Regional High School","English",59,"Female","USA",83
"Newton South High School","English",59,"Female","USA",28
"Phillips Academy","English",59,"Female","USA",70
"Action Boxborough Regional High School","English",59,"Female","USA",62
"Woburn Regional High School","English",59,"Female","USA",61
"Beijing No 4 Middle School","Math",59,"Female","China",65
"Hangzhou Xuejun Middle School","Math",59,"Female","China",75
"Jingling High School","Math",59,"Female","China",69
"Shanghai High School","Math",59,"Female","China",50
"Shenzhen International Exchange School","Math",59,"Female","China",79
"Andover Regional High School","Math",59,"Female","USA",83
"Newton South High School","Math",59,"Female","USA",24
"Phillips Academy","Math",59,"Female","USA",48
"Action Boxborough Regional High School","Math",59,"Female","USA",100
"Woburn Regional High School","Math",59,"Female","USA",40
"Beijing No 4 Middle School","Physical Education",59,"Female","China",69
"Hangzhou Xuejun Middle School","Physical Education",59,"Female","China",73
"Jingling High School","Physical Education",59,"Female","China",85
"Shanghai High School","Physical Education",59,"Female","China",80
"Shenzhen International Exchange School","Physical Education",59,"Female","China",62
"Andover Regional High School","Physical Education",59,"Female","USA",85
"Newton South High School","Physical Education",59,"Female","USA",54
"Phillips Academy","Physical Education",59,"Female","USA",85
"Action Boxborough Regional High School","Physical Education",59,"Female","USA",69
"Woburn Regional High School","Physical Education",59,"Female","USA",53
"Beijing No 4 Middle School","Science",59,"Female","China",71
"Hangzhou Xuejun Middle School","Science",59,"Female","China",85
"Jingling High School","Science",59,"Female","China",90
"Shanghai High School","Science",59,"Female","China",21
"Shenzhen International Exchange School","Science",59,"Female","China",93
"Andover Regional High School","Science",59,"Female","USA",44
"Newton South High School","Science",59,"Female","USA",45
"Phillips Academy","Science",59,"Female","USA",55
"Action Boxborough Regional High School","Science",59,"Female","USA",57
"Woburn Regional High School","Science",59,"Female","USA",77
"Beijing No 4 Middle School","History",59,"Female","China",73
"Hangzhou Xuejun Middle School","History",59,"Female","China",47
"Jingling High School","History",59,"Female","China",67
"Shanghai High School","History",59,"Female","China",58
"Shenzhen International Exchange School","History",59,"Female","China",72
"Andover Regional High School","History",59,"Female","USA",47
"Newton South High School","History",59,"Female","USA",57
"Phillips Academy","History",59,"Female","USA",74
"Action Boxborough Regional High School","History",59,"Female","USA",48
"Woburn Regional High School","History",59,"Female","USA",38
"Beijing No 4 Middle School","English",60,"Female","China",89
"Hangzhou Xuejun Middle School","English",60,"Female","China",45
"Jingling High School","English",60,"Female","China",58
"Shanghai High School","English",60,"Female","China",69
"Shenzhen International Exchange School","English",60,"Female","China",78
"Andover Regional High School","English",60,"Female","USA",59
"Newton South High School","English",60,"Female","USA",51
"Phillips Academy","English",60,"Female","USA",69
"Action Boxborough Regional High School","English",60,"Female","USA",49
"Woburn Regional High School","English",60,"Female","USA",55
"Beijing No 4 Middle School","Math",60,"Female","China",69
"Hangzhou Xuejun Middle School","Math",60,"Female","China",72
"Jingling High School","Math",60,"Female","China",56
"Shanghai High School","Math",60,"Female","China",81
"Shenzhen International Exchange School","Math",60,"Female","China",70
"Andover Regional High School","Math",60,"Female","USA",81
"Newton South High School","Math",60,"Female","USA",81
"Phillips Academy","Math",60,"Female","USA",81
"Action Boxborough Regional High School","Math",60,"Female","USA",38
"Woburn Regional High School","Math",60,"Female","USA",66
"Beijing No 4 Middle School","Physical Education",60,"Female","China",65
"Hangzhou Xuejun Middle School","Physical Education",60,"Female","China",70
"Jingling High School","Physical Education",60,"Female","China",45
"Shanghai High School","Physical Education",60,"Female","China",71
"Shenzhen International Exchange School","Physical Education",60,"Female","China",65
"Andover Regional High School","Physical Education",60,"Female","USA",73
"Newton South High School","Physical Education",60,"Female","USA",60
"Phillips Academy","Physical Education",60,"Female","USA",100
"Action Boxborough Regional High School","Physical Education",60,"Female","USA",49
"Woburn Regional High School","Physical Education",60,"Female","USA",80
"Beijing No 4 Middle School","Science",60,"Female","China",57
"Hangzhou Xuejun Middle School","Science",60,"Female","China",62
"Jingling High School","Science",60,"Female","China",64
"Shanghai High School","Science",60,"Female","China",61
"Shenzhen International Exchange School","Science",60,"Female","China",82
"Andover Regional High School","Science",60,"Female","USA",100
"Newton South High School","Science",60,"Female","USA",55
"Phillips Academy","Science",60,"Female","USA",81
"Action Boxborough Regional High School","Science",60,"Female","USA",46
"Woburn Regional High School","Science",60,"Female","USA",60
"Beijing No 4 Middle School","History",60,"Female","China",79
"Hangzhou Xuejun Middle School","History",60,"Female","China",68
"Jingling High School","History",60,"Female","China",82
"Shanghai High School","History",60,"Female","China",50
"Shenzhen International Exchange School","History",60,"Female","China",66
"Andover Regional High School","History",60,"Female","USA",68
"Newton South High School","History",60,"Female","USA",49
"Phillips Academy","History",60,"Female","USA",66
"Action Boxborough Regional High School","History",60,"Female","USA",41
"Woburn Regional High School","History",60,"Female","USA",49
"Beijing No 4 Middle School","English",61,"Female","China",64
"Hangzhou Xuejun Middle School","English",61,"Female","China",45
"Jingling High School","English",61,"Female","China",69
"Shanghai High School","English",61,"Female","China",61
"Shenzhen International Exchange School","English",61,"Female","China",72
"Andover Regional High School","English",61,"Female","USA",63
"Newton South High School","English",61,"Female","USA",39
"Phillips Academy","English",61,"Female","USA",61
"Action Boxborough Regional High School","English",61,"Female","USA",2
"Woburn Regional High School","English",61,"Female","USA",75
"Beijing No 4 Middle School","Math",61,"Female","China",80
"Hangzhou Xuejun Middle School","Math",61,"Female","China",78
"Jingling High School","Math",61,"Female","China",81
"Shanghai High School","Math",61,"Female","China",90
"Shenzhen International Exchange School","Math",61,"Female","China",78
"Andover Regional High School","Math",61,"Female","USA",57
"Newton South High School","Math",61,"Female","USA",75
"Phillips Academy","Math",61,"Female","USA",70
"Action Boxborough Regional High School","Math",61,"Female","USA",66
"Woburn Regional High School","Math",61,"Female","USA",68
"Beijing No 4 Middle School","Physical Education",61,"Female","China",61
"Hangzhou Xuejun Middle School","Physical Education",61,"Female","China",67
"Jingling High School","Physical Education",61,"Female","China",66
"Shanghai High School","Physical Education",61,"Female","China",73
"Shenzhen International Exchange School","Physical Education",61,"Female","China",68
"Andover Regional High School","Physical Education",61,"Female","USA",89
"Newton South High School","Physical Education",61,"Female","USA",73
"Phillips Academy","Physical Education",61,"Female","USA",44
"Action Boxborough Regional High School","Physical Education",61,"Female","USA",90
"Woburn Regional High School","Physical Education",61,"Female","USA",48
"Beijing No 4 Middle School","Science",61,"Female","China",66
"Hangzhou Xuejun Middle School","Science",61,"Female","China",97
"Jingling High School","Science",61,"Female","China",62
"Shanghai High School","Science",61,"Female","China",64
"Shenzhen International Exchange School","Science",61,"Female","China",79
"Andover Regional High School","Science",61,"Female","USA",38
"Newton South High School","Science",61,"Female","USA",66
"Phillips Academy","Science",61,"Female","USA",66
"Action Boxborough Regional High School","Science",61,"Female","USA",74
"Woburn Regional High School","Science",61,"Female","USA",18
"Beijing No 4 Middle School","History",61,"Female","China",66
"Hangzhou Xuejun Middle School","History",61,"Female","China",69
"Jingling High School","History",61,"Female","China",75
"Shanghai High School","History",61,"Female","China",75
"Shenzhen International Exchange School","History",61,"Female","China",65
"Andover Regional High School","History",61,"Female","USA",55
"Newton South High School","History",61,"Female","USA",66
"Phillips Academy","History",61,"Female","USA",66
"Action Boxborough Regional High School","History",61,"Female","USA",26
"Woburn Regional High School","History",61,"Female","USA",44
"Beijing No 4 Middle School","English",62,"Female","China",68
"Hangzhou Xuejun Middle School","English",62,"Female","China",67
"Jingling High School","English",62,"Female","China",67
"Shanghai High School","English",62,"Female","China",89
"Shenzhen International Exchange School","English",62,"Female","China",66
"Andover Regional High School","English",62,"Female","USA",82
"Newton South High School","English",62,"Female","USA",63
"Phillips Academy","English",62,"Female","USA",74
"Action Boxborough Regional High School","English",62,"Female","USA",48
"Woburn Regional High School","English",62,"Female","USA",41
"Beijing No 4 Middle School","Math",62,"Female","China",75
"Hangzhou Xuejun Middle School","Math",62,"Female","China",62
"Jingling High School","Math",62,"Female","China",62
"Shanghai High School","Math",62,"Female","China",82
"Shenzhen International Exchange School","Math",62,"Female","China",66
"Andover Regional High School","Math",62,"Female","USA",44
"Newton South High School","Math",62,"Female","USA",56
"Phillips Academy","Math",62,"Female","USA",75
"Action Boxborough Regional High School","Math",62,"Female","USA",72
"Woburn Regional High School","Math",62,"Female","USA",62
"Beijing No 4 Middle School","Physical Education",62,"Female","China",51
"Hangzhou Xuejun Middle School","Physical Education",62,"Female","China",61
"Jingling High School","Physical Education",62,"Female","China",83
"Shanghai High School","Physical Education",62,"Female","China",40
"Shenzhen International Exchange School","Physical Education",62,"Female","China",78
"Andover Regional High School","Physical Education",62,"Female","USA",83
"Newton South High School","Physical Education",62,"Female","USA",40
"Phillips Academy","Physical Education",62,"Female","USA",48
"Action Boxborough Regional High School","Physical Education",62,"Female","USA",90
"Woburn Regional High School","Physical Education",62,"Female","USA",72
"Beijing No 4 Middle School","Science",62,"Female","China",66
"Hangzhou Xuejun Middle School","Science",62,"Female","China",83
"Jingling High School","Science",62,"Female","China",67
"Shanghai High School","Science",62,"Female","China",61
"Shenzhen International Exchange School","Science",62,"Female","China",72
"Andover Regional High School","Science",62,"Female","USA",89
"Newton South High School","Science",62,"Female","USA",49
"Phillips Academy","Science",62,"Female","USA",42
"Action Boxborough Regional High School","Science",62,"Female","USA",48
"Woburn Regional High School","Science",62,"Female","USA",88
"Beijing No 4 Middle School","History",62,"Female","China",78
"Hangzhou Xuejun Middle School","History",62,"Female","China",65
"Jingling High School","History",62,"Female","China",94
"Shanghai High School","History",62,"Female","China",45
"Shenzhen International Exchange School","History",62,"Female","China",72
"Andover Regional High School","History",62,"Female","USA",82
"Newton South High School","History",62,"Female","USA",63
"Phillips Academy","History",62,"Female","USA",47
"Action Boxborough Regional High School","History",62,"Female","USA",74
"Woburn Regional High School","History",62,"Female","USA",65
"Beijing No 4 Middle School","English",63,"Female","China",68
"Hangzhou Xuejun Middle School","English",63,"Female","China",69
"Jingling High School","English",63,"Female","China",63
"Shanghai High School","English",63,"Female","China",45
"Shenzhen International Exchange School","English",63,"Female","China",72
"Andover Regional High School","English",63,"Female","USA",74
"Newton South High School","English",63,"Female","USA",45
"Phillips Academy","English",63,"Female","USA",48
"Action Boxborough Regional High School","English",63,"Female","USA",68
"Woburn Regional High School","English",63,"Female","USA",58
"Beijing No 4 Middle School","Math",63,"Female","China",78
"Hangzhou Xuejun Middle School","Math",63,"Female","China",67
"Jingling High School","Math",63,"Female","China",67
"Shanghai High School","Math",63,"Female","China",76
"Shenzhen International Exchange School","Math",63,"Female","China",67
"Andover Regional High School","Math",63,"Female","USA",78
"Newton South High School","Math",63,"Female","USA",49
"Phillips Academy","Math",63,"Female","USA",72
"Action Boxborough Regional High School","Math",63,"Female","USA",75
"Woburn Regional High School","Math",63,"Female","USA",51
"Beijing No 4 Middle School","Physical Education",63,"Female","China",66
"Hangzhou Xuejun Middle School","Physical Education",63,"Female","China",63
"Jingling High School","Physical Education",63,"Female","China",57
"Shanghai High School","Physical Education",63,"Female","China",67
"Shenzhen International Exchange School","Physical Education",63,"Female","China",71
"Andover Regional High School","Physical Education",63,"Female","USA",64
"Newton South High School","Physical Education",63,"Female","USA",73
"Phillips Academy","Physical Education",63,"Female","USA",69
"Action Boxborough Regional High School","Physical Education",63,"Female","USA",73
"Woburn Regional High School","Physical Education",63,"Female","USA",67
"Beijing No 4 Middle School","Science",63,"Female","China",60
"Hangzhou Xuejun Middle School","Science",63,"Female","China",61
"Jingling High School","Science",63,"Female","China",82
"Shanghai High School","Science",63,"Female","China",93
"Shenzhen International Exchange School","Science",63,"Female","China",84
"Andover Regional High School","Science",63,"Female","USA",89
"Newton South High School","Science",63,"Female","USA",45
"Phillips Academy","Science",63,"Female","USA",61
"Action Boxborough Regional High School","Science",63,"Female","USA",75
"Woburn Regional High School","Science",63,"Female","USA",46
"Beijing No 4 Middle School","History",63,"Female","China",62
"Hangzhou Xuejun Middle School","History",63,"Female","China",62
"Jingling High School","History",63,"Female","China",72
"Shanghai High School","History",63,"Female","China",62
"Shenzhen International Exchange School","History",63,"Female","China",70
"Andover Regional High School","History",63,"Female","USA",91
"Newton South High School","History",63,"Female","USA",48
"Phillips Academy","History",63,"Female","USA",49
"Action Boxborough Regional High School","History",63,"Female","USA",74
"Woburn Regional High School","History",63,"Female","USA",82
"Beijing No 4 Middle School","English",64,"Female","China",61
"Hangzhou Xuejun Middle School","English",64,"Female","China",72
"Jingling High School","English",64,"Female","China",45
"Shanghai High School","English",64,"Female","China",54
"Shenzhen International Exchange School","English",64,"Female","China",70
"Andover Regional High School","English",64,"Female","USA",56
"Newton South High School","English",64,"Female","USA",58
"Phillips Academy","English",64,"Female","USA",61
"Action Boxborough Regional High School","English",64,"Female","USA",22
"Woburn Regional High School","English",64,"Female","USA",44
"Beijing No 4 Middle School","Math",64,"Female","China",76
"Hangzhou Xuejun Middle School","Math",64,"Female","China",80
"Jingling High School","Math",64,"Female","China",24
"Shanghai High School","Math",64,"Female","China",84
"Shenzhen International Exchange School","Math",64,"Female","China",67
"Andover Regional High School","Math",64,"Female","USA",41
"Newton South High School","Math",64,"Female","USA",82
"Phillips Academy","Math",64,"Female","USA",48
"Action Boxborough Regional High School","Math",64,"Female","USA",61
"Woburn Regional High School","Math",64,"Female","USA",83
"Beijing No 4 Middle School","Physical Education",64,"Female","China",63
"Hangzhou Xuejun Middle School","Physical Education",64,"Female","China",69
"Jingling High School","Physical Education",64,"Female","China",59
"Shanghai High School","Physical Education",64,"Female","China",65
